výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
	[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	52	1	[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)	 Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)
	[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	53	1	[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)	 Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)
	[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	54	1	[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)	 Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)
	[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	55	1	[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)	 Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)
	[56 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	56	1	[56 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Geopolitický. Abychom si rozuměli. Jsem občan PMR. Až to skončí, očekávám, že budeme součástí ruské federace. A Ukrajina o které mluvím bude buď ruským územím nebo uzemím ruskem kontrolovaným. Proto to plánuji teď Uzavření konfliktu očekávám do půl roku. Proto ta expanze firmy do lidí nyní. Proto je rychlá investice důležitá - aby se motor mohl zahřát před výjezdem na ,,závodní dráhu". Na téma miny si také problém nedělám. Budeme dělat práce, kde bude potvrzeno, že území je čisté. To si mohu dotazovat na místních úřadech. Financování. Budeme muset být součástí nějakých projektů. Sice budou bez peněz, ale vodu budou potřebovat a budou projekty na obnovu domů, infrastruktur atd.")"	 Geopolitický. Abychom si rozuměli. Jsem občan PMR. Až to skončí, očekávám, že budeme součástí ruské federace. A Ukrajina o které mluvím bude buď ruským územím nebo uzemím ruskem kontrolovaným. Proto to plánuji teď Uzavření konfliktu očekávám do půl roku. Proto ta expanze firmy do lidí nyní. Proto je rychlá investice důležitá - aby se motor mohl zahřát před výjezdem na ,,závodní dráhu". Na téma miny si také problém nedělám. Budeme dělat práce, kde bude potvrzeno, že území je čisté. To si mohu dotazovat na místních úřadech. Financování. Budeme muset být součástí nějakých projektů. Sice budou bez peněz, ale vodu budou potřebovat a budou projekty na obnovu domů, infrastruktur atd.")"
	[57 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	57	1	[57 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Rozumím, Aleši. Tím se situace diametrálně mění a tvůj obchodní plán dostává jasné kontury. Pokud vycházíme z tvého scénáře (integrace PMR a kontrola území Ruskou federací), odpadá problém s "nepřátelskou" hranicí, ale nastupují jiné, čistě byrokratické a tržní výzvy.")"	 Rozumím, Aleši. Tím se situace diametrálně mění a tvůj obchodní plán dostává jasné kontury. Pokud vycházíme z tvého scénáře (integrace PMR a kontrola území Ruskou federací), odpadá problém s "nepřátelskou" hranicí, ale nastupují jiné, čistě byrokratické a tržní výzvy.")"
	[58 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	58	1	[58 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Jako tvůj poradce se tedy zaměřím na to, jak připravit firmu na fungování v ruském legislativním a ekonomickém prostoru. To je totiž úplně jiné hřiště než "divoký východ", který tam panuje možná teď.")"	 Jako tvůj poradce se tedy zaměřím na to, jak připravit firmu na fungování v ruském legislativním a ekonomickém prostoru. To je totiž úplně jiné hřiště než "divoký východ", který tam panuje možná teď.")"
	[59 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	59	1	[59 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zde jsou 3 kritické body tvé expanze podle tohoto scénáře:)	 Zde jsou 3 kritické body tvé expanze podle tohoto scénáře:)
	[60 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	60	1	[60 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  1. Byrokratická transformace (Příprava na "GOST" a "SNiP")")"	 1. Byrokratická transformace (Příprava na "GOST" a "SNiP")")"
	[61 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	61	1	[61 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Pokud se stanete součástí RF, skončí doba "volného stylu". Ruský stavební a byznysový trh je extrémně regulovaný.")"	 Pokud se stanete součástí RF, skončí doba "volného stylu". Ruský stavební a byznysový trh je extrémně regulovaný.")"
	[62 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	62	1	[62 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Licence na vodu: V Rusku je kopání studní (zejména hlubších nebo pro komerční využití) regulováno zákonem o nerostném bohatství. Mělké studny pro osobní potřebu (na "pisok") jsou volnější, ale pro veřejné zakázky (školy, úřady) budeš potřebovat licenci.")"	 Licence na vodu: V Rusku je kopání studní (zejména hlubších nebo pro komerční využití) regulováno zákonem o nerostném bohatství. Mělké studny pro osobní potřebu (na "pisok") jsou volnější, ale pro veřejné zakázky (školy, úřady) budeš potřebovat licenci.")"
	[63 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	63	1	[63 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Transformace firmy: Tvoje současná právní forma v PMR se bude muset překlopit na ruské OOO (s.r.o.) nebo IP (živnostník).)	 Transformace firmy: Tvoje současná právní forma v PMR se bude muset překlopit na ruské OOO (s.r.o.) nebo IP (živnostník).)
	[64 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	64	1	[64 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Úkol: Zjisti si už teď, jaké jsou podmínky pro "SRO" (Samoreguliruemaya organizatsiya) ve stavebnictví v RF. Bez členství v "SRO" se nedostaneš k větším státním zakázkám.")"	 Úkol: Zjisti si už teď, jaké jsou podmínky pro "SRO" (Samoreguliruemaya organizatsiya) ve stavebnictví v RF. Bez členství v "SRO" se nedostaneš k větším státním zakázkám.")"
	[65 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	65	1	[65 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  2. Strategie "Subdodavatel" (Tvoje role v obnově)")"	 2. Strategie "Subdodavatel" (Tvoje role v obnově)")"
	[66 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	66	1	[66 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Jak správně říkáš, peníze potečou přes státní projekty obnovy (Ministerstvo výstavby, armáda, regionální správa).)	 Jak správně říkáš, peníze potečou přes státní projekty obnovy (Ministerstvo výstavby, armáda, regionální správa).)
	[67 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	67	1	[67 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Realita: Tyto zakázky vyhrají gigantické ruské stavební holdingy. Ty nemáš šanci vyhrát tendr na "Obnovu vodovodu v celém městě".")"	 Realita: Tyto zakázky vyhrají gigantické ruské stavební holdingy. Ty nemáš šanci vyhrát tendr na "Obnovu vodovodu v celém městě".")"
	[68 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	68	1	[68 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Tvoje šance (Niche): Velké firmy mají bagry a techniku. Ale v rozbombardovaných městech nebo na stísněných dvorcích se bagr neotočí nebo tam kvůli sutinám nedojede.)	 Tvoje šance (Niche): Velké firmy mají bagry a techniku. Ale v rozbombardovaných městech nebo na stísněných dvorcích se bagr neotočí nebo tam kvůli sutinám nedojede.)
	[69 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	69	1	[69 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Tvoje USP (Unikátní prodejní argument): "Jsme mobilní, manuální jednotka. Dostaneme se tam, kam vaše technika ne. Nepotřebujeme naftu ani elektřinu ze sítě (máme centrálu/ruční pohon). Děláme chirurgicky přesné zásahy.")"	 Tvoje USP (Unikátní prodejní argument): "Jsme mobilní, manuální jednotka. Dostaneme se tam, kam vaše technika ne. Nepotřebujeme naftu ani elektřinu ze sítě (máme centrálu/ruční pohon). Děláme chirurgicky přesné zásahy.")"
	[70 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	70	1	[70 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Cíl: Musíš se stát certifikovaným subdodavatelem pro ty velké hráče.)	 Cíl: Musíš se stát certifikovaným subdodavatelem pro ty velké hráče.)
	[71 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	71	1	[71 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  3. Riziko "Vysátí" pracovního trhu")"	 3. Riziko "Vysátí" pracovního trhu")"
	[72 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	72	1	[72 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Toto je největší hrozba pro tvůj HR model.)	 Toto je největší hrozba pro tvůj HR model.)
	[73 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	73	1	[73 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Až začne masivní obnova financovaná Ruskem, platy ve stavebnictví v té zóně vystřelí do nebes (rizikové příplatky, státní tabulky).)	 Až začne masivní obnova financovaná Ruskem, platy ve stavebnictví v té zóně vystřelí do nebes (rizikové příplatky, státní tabulky).)
	[74 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	74	1	[74 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Velké firmy budou nabírat tisíce lidí a přeplácet je.)	 Velké firmy budou nabírat tisíce lidí a přeplácet je.)
	[75 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	75	1	[75 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Hrozba: Tvoji lidi z "Base Campu" v Přidněstří mohou mít tendenci utéct za "zlatým snem" na stavbu do Mariupolu nebo jinam.")"	 Hrozba: Tvoji lidi z "Base Campu" v Přidněstří mohou mít tendenci utéct za "zlatým snem" na stavbu do Mariupolu nebo jinam.")"
	[76 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	76	1	[76 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Obrana: Musíš si je zavázat. Buď podílem na zisku, nebo tím, že tvoje práce je bezpečnější a pohodlnější (rodinná atmosféra) než anonymní dřina na velkostavbě.)	 Obrana: Musíš si je zavázat. Buď podílem na zisku, nebo tím, že tvoje práce je bezpečnější a pohodlnější (rodinná atmosféra) než anonymní dřina na velkostavbě.)
	[77 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	77	1	[77 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Závěr k expanzi:)	 Závěr k expanzi:)
	[78 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	78	1	[78 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Tvůj plán "zahřát motor" (vytvořit funkční týmy a procesy teď v PMR) je jediný správný. Až se otevřou hranice/fronta, nebude čas učit lidi kopat. Bude čas jen jezdit a fakturovat.")"	 Tvůj plán "zahřát motor" (vytvořit funkční týmy a procesy teď v PMR) je jediný správný. Až se otevřou hranice/fronta, nebude čas učit lidi kopat. Bude čas jen jezdit a fakturovat.")"
	[79 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	79	1	[79 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Doporučení:)	 Doporučení:)
	[80 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	80	1	[80 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  V rámci "zahřívání" se soustřeď na to, abys měl papírově vše neprůstřelné. V Rusku (a na jím kontrolovaných územích) "bumážka" (papír) často rozhoduje o tom, jestli pracuješ, nebo stojíš.")"	 V rámci "zahřívání" se soustřeď na to, abys měl papírově vše neprůstřelné. V Rusku (a na jím kontrolovaných územích) "bumážka" (papír) často rozhoduje o tom, jestli pracuješ, nebo stojíš.")"
	[81 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	81	1	[81 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Chceš se teď pustit do toho PROJEKTU KNIHY, o kterém jsi mluvil, nebo máme dořešit ještě něco k těmto studním?)	 Chceš se teď pustit do toho PROJEKTU KNIHY, o kterém jsi mluvil, nebo máme dořešit ještě něco k těmto studním?)
	[82 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	82	1	[82 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Licence... Vzhledem k několikaleté praxi to asi takový problém nebude. Prostě si o ní řeknu a doufám ji dostanu. V současné době mám právnický subjekt o kterém jsem mluvil a který zatím nevyužívám a chci s ním pohnout ,,ooo Kejval,, (Kejval je moje přijmení). Vyhrát tendr. Byla by ode mne strategická hloupost chtít vyhrát tendr na zásobování vodou Oděsu. Ale menší vesnice - projekty s menšími finančními objemy mohou rozhodovat bez tendru - a už jsem jeden takový měl. Bylo to vyčištění pěti studní v obci Garaba. Bitva mezi vlky se projevuje ve velikosti zakáázky. Mým cílem není jedna zakázka za půl milionu dolarů ale sto zakázek za 5000 USD. Ten cíl je dobrý nápad. Tam mám také svoje plány. Cosi jako normalizaci standardů.)	 Licence... Vzhledem k několikaleté praxi to asi takový problém nebude. Prostě si o ní řeknu a doufám ji dostanu. V současné době mám právnický subjekt o kterém jsem mluvil a který zatím nevyužívám a chci s ním pohnout ,,ooo Kejval,, (Kejval je moje přijmení). Vyhrát tendr. Byla by ode mne strategická hloupost chtít vyhrát tendr na zásobování vodou Oděsu. Ale menší vesnice - projekty s menšími finančními objemy mohou rozhodovat bez tendru - a už jsem jeden takový měl. Bylo to vyčištění pěti studní v obci Garaba. Bitva mezi vlky se projevuje ve velikosti zakáázky. Mým cílem není jedna zakázka za půl milionu dolarů ale sto zakázek za 5000 USD. Ten cíl je dobrý nápad. Tam mám také svoje plány. Cosi jako normalizaci standardů.)
	[83 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	83	1	[83 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Skvělý, střízlivý přístup. Jdeš na to "partyzánskou" taktikou – pod radarem velkých žraloků, sbírat drobty, kterých je ale tolik, že z nich postavíš hrad.")"	 Skvělý, střízlivý přístup. Jdeš na to "partyzánskou" taktikou – pod radarem velkých žraloků, sbírat drobty, kterých je ale tolik, že z nich postavíš hrad.")"
	[84 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	84	1	[84 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Strategie "100 zakázek po 5000 USD" místo jedné za půl milionu je mnohem bezpečnější. Diverzifikuješ riziko (když jeden starosta nezaplatí, nezpoloží tě to) a hlavně – na malé zakázky nepotřebuješ korupční kapitál ani politické krytí, které je nutné pro ty velké tendry.")"	 Strategie "100 zakázek po 5000 USD" místo jedné za půl milionu je mnohem bezpečnější. Diverzifikuješ riziko (když jeden starosta nezaplatí, nezpoloží tě to) a hlavně – na malé zakázky nepotřebuješ korupční kapitál ani politické krytí, které je nutné pro ty velké tendry.")"
	[85 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	85	1	[85 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Normalizace standardů je přesně to, co ti otevře dveře u těch starostů. Když přijdeš a řekneš: "Nejen že to vykopu, ale tady máte manuál, certifikát a záruku, že ta voda bude téct i za rok," jsi pro ně dar z nebes. Oni potřebují vykazovat činnost a funkční výsledky, ne řešit reklamace.")"	 Normalizace standardů je přesně to, co ti otevře dveře u těch starostů. Když přijdeš a řekneš: "Nejen že to vykopu, ale tady máte manuál, certifikát a záruku, že ta voda bude téct i za rok," jsi pro ně dar z nebes. Oni potřebují vykazovat činnost a funkční výsledky, ne řešit reklamace.")"
	[86 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	86	1	[86 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Myslím, že projekt STUDNY máme strategicky rozebraný na prvočinitele.)	 Myslím, že projekt STUDNY máme strategicky rozebraný na prvočinitele.)
	[87 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	87	1	[87 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Lokální start (PMR): Base Camp, manual mode, 2 týmy, autofinancování z klientů.)	 Lokální start (PMR): Base Camp, manual mode, 2 týmy, autofinancování z klientů.)
	[88 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	88	1	[88 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Budoucnost (Expanze): OOO Kejval, malé veřejné zakázky (vesnice), standardizace.)	 Budoucnost (Expanze): OOO Kejval, malé veřejné zakázky (vesnice), standardizace.)
	[89 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	89	1	[89 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Teď je ten správný čas přesunout pozornost k tvému dalšímu projektu, který jsi zmínil: KNIHY.)	 Teď je ten správný čas přesunout pozornost k tvému dalšímu projektu, který jsi zmínil: KNIHY.)
	[90 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	90	1	[90 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Psal jsi: "Mám rozepsáno několik knih.")"	 Psal jsi: "Mám rozepsáno několik knih.")"
	[91 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	91	1	[91 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  A v profilu máš: "Zajímám se o telepathii, kvantovou fyziku, mystiku...")"	 A v profilu máš: "Zajímám se o telepathii, kvantovou fyziku, mystiku...")"
	[92 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	92	1	[92 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Pojďme to vytáhnout na světlo.)	 Pojďme to vytáhnout na světlo.)
	[93 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	93	1	[93 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  O čem ty knihy jsou? Je to beletrie (sci-fi), nebo literatura faktu/teorie?)	 O čem ty knihy jsou? Je to beletrie (sci-fi), nebo literatura faktu/teorie?)
	[94 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	94	1	[94 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  V jaké fázi jsou? Máš nápady v hlavě, poznámky na papíře, nebo hotové rukopisy?)	 V jaké fázi jsou? Máš nápady v hlavě, poznámky na papíře, nebo hotové rukopisy?)
	[95 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	95	1	[95 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Co s nimi chceš dělat? Vydat je, použít je jako promo, nebo je to čistě osobní výzkum?)	 Co s nimi chceš dělat? Vydat je, použít je jako promo, nebo je to čistě osobní výzkum?)
	[96 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	96	1	[96 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Nahoď mi téma a strukturu, a já ti pomohu s tím, co u psaní bolí nejvíc – organizací myšlenek a kritickou oponenturou.)	 Nahoď mi téma a strukturu, a já ti pomohu s tím, co u psaní bolí nejvíc – organizací myšlenek a kritickou oponenturou.)
	[97 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	97	1	[97 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1]  Ještě bych se chtěl vrátit k těm studnám. Je tu jasný finanční rozvoj. Jak se koukáš na možnost zahraničního investora - pro těch 5000 USD co je potřeba. Hlavně v rychlosti dosažení těchto prostředků?)	 Ještě bych se chtěl vrátit k těm studnám. Je tu jasný finanční rozvoj. Jak se koukáš na možnost zahraničního investora - pro těch 5000 USD co je potřeba. Hlavně v rychlosti dosažení těchto prostředků?)
